"AVAILABILITY_365","CALCULATED_HOST_LISTINGS_COUNT","HOST_ID","HOST_NAME","ID","LAST_REVIEW","LATITUDE","LONGITUDE","MINIMUM_NIGHTS","NAME","NEIGHBOURHOOD","NEIGHBOURHOOD_GROUP","NUMBER_OF_REVIEWS","PRICE","REVIEWS_PER_MONTH","ROOM_TYPE"
"141","4","2217","Ian","2015","28/10/2018","52.53453732241747","13.402556926822387","4","Berlin-Mitte Value! Quiet courtyard/very central","Brunnenstr. Süd","Mitte","118","60","3.76","Entire home/apt"
"0","1","2986","Michael","2695","01/10/2018","52.54851279221664","13.404552826587466","2","Prenzlauer Berg close to Mauerpark","Prenzlauer Berg Nordwest","Pankow","6","17","1.42","Private room"
"297","1","4108","Jana","3309","16/08/2018","52.498854933130026","13.34906453348717","5","BerlinSpot Schöneberg near KaDeWe","Schöneberg-Nord","Tempelhof - Schöneberg","25","26","0.39","Private room"
"26","1","17391","Bright","7071","04/11/2018","52.5431572633131","13.415091104515707","2","BrightRoom with sunny greenview!","Helmholtzplatz","Pankow","197","42","1.75","Private room"
"42","1","67590","Wolfram","17409","31/10/2018","52.52907092467378","13.412843393984936","3","Downtown Above The Roofs In Berlin","Prenzlauer Berg Südwest","Pankow","279","45","2.83","Private room"
"232","1","68997","Matthias","17904","30/10/2018","52.495476326623894","13.421821277536653","5","Beautiful Kreuzberg studio/WiFi (reg. pend.)","Reuterstraße","Neukölln","223","49","2.1","Entire home/apt"
"275","1","94918","Tanja","23834","30/06/2018","52.489714426323665","13.379747575408963","60","Apartment in the heart of Berlin","Tempelhofer Vorstadt","Friedrichshain-Kreuzberg","96","65","0.94","Entire home/apt"
"341","10","84157","Emanuela","28711","13/08/2013","52.48610614913479","13.43481698170685","2","Silent Studio-apt in Kreuzkölln","Reuterstraße","Neukölln","1","60","0.02","Entire home/apt"
"361","1","135046","Thomas","31440","28/10/2018","52.5430892935274","13.42245309399176","1","Nice Room in Prenzlauerberg,","Helmholtzplatz","Pankow","28","44","4.94","Private room"
"343","1","143180","Claudio&Irina","33043","04/11/2018","52.521417975814856","13.357082298389068","3","Central Bright Bellevue Free Parking WIFI 4G","Moabit Ost","Mitte","144","62","1.44","Entire home/apt"
"89","1","153252","Thorsten","35642","16/09/2010","52.54936125502965","13.418227669657085","60","Cozy 2 Room Apartment in trendy Prenzlauer Berg","Prenzlauer Berg Nord","Pankow","1","55","0.01","Entire home/apt"
"297","2","156897","Helen","36480","19/10/2018","52.519676583782385","13.302088764141637","1","ChimaysaberlinB&B Single Bedroom","Otto-Suhr-Allee","Charlottenburg-Wilm.","33","40","1.63","Private room"
"329","1","159734","Bernd","37004","25/09/2018","52.49338924131891","13.364813135044637","5","WONDERFUL ROOM for longer stays Berlin Central","Schöneberg-Nord","Tempelhof - Schöneberg","21","25","0.21","Private room"
"25","2","149093","Rob","37052","04/10/2018","52.538220334346455","13.404625244040142","2","QUIET n SUNNY FLAT in MITTE/PBERG","Brunnenstr. Süd","Mitte","307","52","3.04","Entire home/apt"
"120","2","272316","Desiree","37836","30/10/2018","52.49847237312909","13.440131897810144","1","Weekend in Berlin Party Center - II","südliche Luisenstadt","Friedrichshain-Kreuzberg","161","39","1.59","Private room"
"0","2","174970","Judith","40600","26/09/2016","52.48844228331082","13.420599819323225","3","room-artist loft berlin kreuzberg ","Tempelhofer Vorstadt","Friedrichshain-Kreuzberg","50","50","0.62","Private room"
"0","1","179110","Bn","41217","08/10/2017","52.5364078673576","13.41231044897961","2","Beautiful room in Prenzlauer Berg","Prenzlauer Berg Südwest","Pankow","70","43","0.7","Private room"
"0","1","179872","Sebastian","41306","26/09/2014","52.530280175668814","13.423478477243012","1","Schöner Altbau, 6 min zum Alexanderpatz.","Prenzlauer Berg Süd","Pankow","1","40","0.02","Private room"
"217","2","272316","Desiree","42742","01/10/2018","52.4966675178124","13.440339722231823","1","Spacious 35m2 in Central Apartment","südliche Luisenstadt","Friedrichshain-Kreuzberg","25","36","0.32","Private room"
"65","1","193038","Michaela","44083","01/10/2018","52.490400696232065","13.44084589638462","3","Riverside View Apartment","Alt  Treptow","Treptow - Köpenick","11","42","0.12","Private room"
"32","1","194957","Robert","44423","09/10/2018","52.50888446540405","13.456360976343932","2","Lovely accommodation in Berlin","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","101","56","1.02","Private room"
"0","1","201936","Giorgio","46161","11/03/2018","52.53254194634929","13.409825660460802","4","Design-Room in Mitte/PrenzlauerBerg","Prenzlauer Berg Südwest","Pankow","151","50","1.63","Private room"
"264","2","206338","Heike","46172","29/08/2018","52.538089761750115","13.405364899112747","60","Chic Loft By Kastanienallee","Brunnenstr. Süd","Mitte","38","48","0.48","Entire home/apt"
"33","1","258697","Trent","54952","14/10/2018","52.52359308009272","13.387406366668039","4","Riverfront Panorama","Alexanderplatz","Mitte","156","55","1.6","Private room"
"285","1","264072","Britta","55853","12/03/2016","52.50340301169887","13.292025527066214","60","Hauptstadt-Domizil","Neue Kantstraße","Charlottenburg-Wilm.","11","55","0.16","Entire home/apt"
"0","1","275784","Jo","57792","12/02/2017","52.42530982912259","13.328061611379399","2","Bungalow mit Garten in Berlin Zehlendorf","Ostpreußendamm","Steglitz - Zehlendorf","3","49","0.03","Entire home/apt"
"352","1","145808","Veronika","58041","31/05/2018","52.527709101108194","13.39090247014701","90","Apt. in a historic ambience+Wifi from 18.11.2018","Alexanderplatz","Mitte","72","55","0.88","Entire home/apt"
"347","2","307513","Shoshik","63052","01/10/2018","52.46892121357074","13.434541014208675","6","Beautiful, quiet, clean & central.","Neuköllner Mitte/Zentrum","Neukölln","96","37","1.28","Private room"
"323","3","309364","Kreuzberger","63468","21/10/2018","52.50359828363869","13.432059921311799","2","Ferienwohnung Kreuzberg","nördliche Luisenstadt","Friedrichshain-Kreuzberg","89","52","1.16","Entire home/apt"
"123","2","312373","Christian","64245","11/06/2018","52.54649888653129","13.406329471467505","3","Room in great area Prenzlauer Berg","Prenzlauer Berg Nordwest","Pankow","45","44","0.5","Private room"
"58","1","337021","Dayna","68142","28/10/2018","52.5248935337621","13.453857347885648","2","Cute sunny room in Friedrichshain","Frankfurter Allee Nord","Friedrichshain-Kreuzberg","70","29","0.91","Private room"
"28","1","437628","Oliver","80843","13/10/2018","52.48086412777901","13.28998185775034","2","Berlin City Studio Apt.","Schmargendorf","Charlottenburg-Wilm.","69","49","0.75","Entire home/apt"
"69","1","425899","Bernd+Katja :-)","81081","28/10/2018","52.549680962010505","13.415277910466589","3","Beautiful Prenzlauer Berg Apt","Prenzlauer Berg Nord","Pankow","238","66","2.59","Entire home/apt"
"249","2","453109","Angela L.","83183","29/10/2018","52.5367732257693","13.42446883280099","2","Garden Apartment-Prenzlauer Berg","Prenzlauer Berg Süd","Pankow","197","53","2.23","Entire home/apt"
"336","1","81113","Carol","87549","04/11/2018","52.496155560021876","13.373974369710004","2","Independent room in green Kreuzberg","Tempelhofer Vorstadt","Friedrichshain-Kreuzberg","167","48","1.82","Private room"
"2","1","382397","Josep","91290","09/10/2017","52.49003805503347","13.426190641200549","2","Gardenside flat for 2-3 guests","Reuterstraße","Neukölln","44","60","0.48","Entire home/apt"
"315","1","542540","Bart","106290","08/10/2018","52.49727117967017","13.431767728091799","1","GREAT apartment in BERLIN-KREUZBERG","südliche Luisenstadt","Friedrichshain-Kreuzberg","154","50","1.69","Entire home/apt"
"236","1","565578","Miriam","109658","20/10/2018","52.52426457023809","13.452067177881746","3","Spacious Studio Apartment in Berlin","Frankfurter Allee Nord","Friedrichshain-Kreuzberg","68","60","0.77","Entire home/apt"
"302","1","632971","Kai","128827","09/07/2018","52.5094832168444","13.46119273281486","2","Gorgeous Home in the City's Heart","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","16","59","0.37","Entire home/apt"
"322","1","681637","Stefano","139769","03/11/2018","52.52810573094471","13.391946163496941","2","Mitte Auguststrasse Room Central&Charming","Alexanderplatz","Mitte","226","55","2.54","Private room"
"312","1","696492","Gaston & Elena","143605","07/05/2018","52.476777774814124","13.424371494296869","30",""" Berlin Fuffa's 40m2  apartment ""","Schillerpromenade","Neukölln","55","55","0.63","Entire home/apt"
"324","1","712973","Jan","147946","12/02/2017","52.54854936182288","13.408516746844336","183","1-room-flat in Prenzlauer Berg/WIFI","Prenzlauer Berg Nordwest","Pankow","39","31","0.45","Entire home/apt"
"84","1","722460","George","149849","03/11/2018","52.529817192179195","13.40259803750833","2","Cosy room in Mitte/Rosenthaler pl.","Alexanderplatz","Mitte","47","40","0.54","Private room"
"341","1","735823","Marc","153015","06/11/2018","52.54714552904224","13.418253805829686","3","Central Artist Appartement Prenzlauer Berg","Helmholtzplatz","Pankow","127","52","1.61","Private room"
"1","1","750165","Angela","156010","29/08/2017","52.515535120451595","13.424467420462495","90","TWO ROOM APARTMENT ALEXANDERPLATZ ","Alexanderplatz","Mitte","95","36","1.06","Entire home/apt"
"324","1","671536","Nicole","157839","18/10/2018","52.53082537497308","13.342213964835418","1","room in typical berlin-style apt.","Moabit West","Mitte","252","29","2.96","Private room"
"214","1","768932","Sven","160517","01/11/2018","52.59656148881527","13.302177471255856","2","Nice House in the Near from the Airport Tegel","West 3","Reinickendorf","5","65","2.11","Entire home/apt"
"359","2","779623","Stefano","163287","30/04/2016","52.4917915795528","13.397270625123513","150","Very nice apartment, Bergmann area","Tempelhofer Vorstadt","Friedrichshain-Kreuzberg","71","29","0.8","Entire home/apt"
"5","1","796727","Juan","167189","13/10/2018","52.501885442770195","13.438014425329065","3","Colorful & Bright Spot BerlinKrzbrg","nördliche Luisenstadt","Friedrichshain-Kreuzberg","374","49","4.21","Private room"
"159","1","803717","Dirk","168615","16/10/2018","52.58055049897068","13.445391219436361","2","STAYINTOWN - Apartment in Berlin","Blankenburg/Heinersdorf/Märchenland","Pankow","6","49","0.08","Entire home/apt"
"16","2","808393","Oliver","169603","02/11/2018","52.49655707634615","13.483793612791464","1","Luxury  & silent apartment near park and riverside","Rummelsburger Bucht","Lichtenberg","28","59","0.35","Entire home/apt"
"0","1","809715","Donna","169907","17/12/2017","52.46981277766224","13.330368455954343","1","Cozy Berlin nest with great access","Friedenau","Tempelhof - Schöneberg","13","30","0.32","Private room"
"190","1","813767","Lena","170582","23/09/2018","52.46746817520618","13.313736664841388","5","Room for one Women - Living Community","Wiesbadener Straße","Charlottenburg-Wilm.","15","23","0.88","Private room"
"362","1","814026","Frank","170652","21/09/2018","52.54529865450747","13.397289357596058","5","2-room apartment. Mauerpark TOP!","Brunnenstr. Nord","Mitte","5","40","0.07","Private room"
"89","1","815530","Onkel","170974","06/10/2018","52.4793888009748","13.430209628755884","7","Very Sunny, cozy Room with Balcony :)","Neuköllner Mitte/Zentrum","Neukölln","48","35","0.63","Private room"
"0","1","833209","Julija","174391","06/05/2016","52.52885628704049","13.396841414864655","1","BERLIN The most central!","Alexanderplatz","Mitte","1","42","0.03","Private room"
"309","2","839532","Christina","175667","11/01/2017","52.49137801093193","13.343314916960827","60","calm, sunny and central apartment ","Schöneberg-Süd","Tempelhof - Schöneberg","8","46","0.09","Entire home/apt"
"0","1","843558","Christine","176396","24/10/2018","52.57202835593741","13.350790857027247","1","Quiet room direct to metro station","Ost 2","Reinickendorf","11","20","0.48","Private room"
"1","1","845790","Aaike","176852","23/09/2015","52.49300268275331","13.440889696658786","3","Big & sunny apartment in Kreuzberg","südliche Luisenstadt","Friedrichshain-Kreuzberg","1","50","0.03","Entire home/apt"
"96","1","848965","Joscha","177486","11/10/2018","52.478938320034","13.327157621807753","2","Comfy bright studio flat, 1-3 Pers.","Volkspark Wilmersdorf","Charlottenburg-Wilm.","39","59","0.49","Entire home/apt"
"202","1","864399","Roland & Sam","180440","24/09/2018","52.500647569356126","13.301619399504919","60","CITY STUDIO WEST@ Kurfürstendamm(monthly discount)","Neue Kantstraße","Charlottenburg-Wilm.","18","39","0.23","Entire home/apt"
"167","2","868282","Frank","181160","30/10/2018","52.49172695564685","13.421000419836647","2","KINOMUSEUM","Tempelhofer Vorstadt","Friedrichshain-Kreuzberg","385","39","4.36","Private room"
"287","3","98237","Damian","183206","31/10/2018","52.52735491907917","13.38985627131661","1","Cosy Studio with balcony in Mitte","Alexanderplatz","Mitte","389","64","4.46","Entire home/apt"
"0","1","882529","Ariane","183918","09/10/2016","52.557625006870865","13.412937659067975","15","furnitured red room with balcony","Pankow Süd","Pankow","15","35","0.19","Private room"
"258","1","893191","Juliane","185960","09/08/2018","52.48350793185751","13.435552522915621","7","bright and large furnished room","Reuterstraße","Neukölln","14","29","0.16","Private room"
"205","1","898345","Susanne","186851","31/08/2018","52.49283185683647","13.348729563560164","62","CasaKaiser, 2 room apartment","Schöneberg-Nord","Tempelhof - Schöneberg","51","32","0.65","Entire home/apt"
"86","4","898681","Michael","186908","14/08/2014","52.38057986494855","13.65115683520295","2","Appartement Dressler in Berlin","Schmöckwitz/Karolinenhof/Rauchfangswerder","Treptow - Köpenick","2","45","0.03","Entire home/apt"
"322","1","900521","Angelika-Maria","187206","04/11/2018","52.56334466720359","13.388021573580916","2","cozy room","Osloer Straße","Mitte","224","25","2.63","Private room"
"130","1","901252","Almuth","187326","22/09/2018","52.444094109047846","13.294342076502476","3","Cozy Apartment with sun terrace","Drakestr.","Steglitz - Zehlendorf","63","59","1.03","Entire home/apt"
"0","1","910884","Kristian","188922","28/08/2014","52.53049238521453","13.414710578048757","28","Stay in Prenzlauerberg Berlin !","Prenzlauer Berg Südwest","Pankow","14","45","0.16","Entire home/apt"
"242","2","920085","Ursula","190448","23/09/2018","52.44148568338185","13.46192775672965","2","Modernes Studioapartment Berlin","Buckow Nord","Neukölln","3","50","0.04","Entire home/apt"
"0","1","923408","Anne","191023","16/08/2018","52.51178126319938","13.407514094169711","1","2-Room-Apartment in Berlin-Mitte","Alexanderplatz","Mitte","40","49","0.75","Private room"
"105","2","929861","Mandy","192050","02/09/2018","52.57240900194288","13.421871279754898","120","Perfect for 5 + WLAN near (URL HIDDEN)","Pankow Süd","Pankow","25","55","0.3","Entire home/apt"
"140","2","868282","Frank","192499","29/10/2018","52.4936479305933","13.421148882821425","2","FILMSALON","Tempelhofer Vorstadt","Friedrichshain-Kreuzberg","398","49","4.51","Private room"
"43","1","939077","Rob","193625","06/11/2018","52.527619309111245","13.388895101155162","3","perfect spot/place in Down Town :-)","Alexanderplatz","Mitte","341","38","3.92","Private room"
"328","6","943996","Monika","194374","20/08/2018","52.477390158817194","13.507936941497187","3","Cottage in the city with garden","Karlshorst","Lichtenberg","33","65","0.4","Entire home/apt"
"142","2","945655","M","194694","24/10/2018","52.51244743327123","13.492144696962328","3","a light from heaven & an old school","Alt-Lichtenberg","Lichtenberg","101","38","1.17","Private room"
"0","3","955509","Karsten","196285","26/05/2015","52.49689827689657","13.423479701611665","3","Studio-apt Kreuzberg: central/cozy","südliche Luisenstadt","Friedrichshain-Kreuzberg","92","50","1.06","Entire home/apt"
"321","2","969532","Wendy","198584","10/09/2018","52.498889160288","13.323856192126888","7","Oriental Style Room, Kudamm / Zoo","Düsseldorfer Straße","Charlottenburg-Wilm.","9","38","0.2","Private room"
"0","1","971540","Jean-Baptiste","198896","13/07/2016","52.4808799803706","13.354502530986752","1","A lovely luminous room...","Schöneberg-Süd","Tempelhof - Schöneberg","10","25","0.13","Private room"
"21","1","893138","Katja","204609","16/10/2018","52.50521255445632","13.478590392843568","2","Bright room in 1870s-building, nice neighbourhood","Neu Lichtenberg","Lichtenberg","129","49","1.49","Private room"
"0","1","1004934","Angelika","204617","04/04/2017","52.50516591500461","13.2946603001323","1","separates Mini-Appartement mit  Bad + WC","Neue Kantstraße","Charlottenburg-Wilm.","2","50","0.1","Entire home/apt"
"316","1","467895","Ursula","206021","15/09/2018","52.52464160751246","13.299494362945726","3","Nice sunny room ,Central area...you","Mierendorffplatz","Charlottenburg-Wilm.","5","35","1.17","Private room"
"26","1","1095251","Nadin","212348","","52.50811452975861","13.463255814311049","2","2 Zimmer mit Balkon in Friedrichshain","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","0","55","","Private room"
"326","1","1107206","Lalita","214491","03/11/2018","52.5207625967276","13.381918709025594","1","enchanting room in the centre,","Alexanderplatz","Mitte","161","35","1.9","Private room"
"291","2","156897","Helen","214518","11/10/2018","52.519934247472754","13.3005575479819","1","Chimaysaberlin B&B Front Double Bed","Otto-Suhr-Allee","Charlottenburg-Wilm.","7","51","0.09","Private room"
"64","1","1108996","Alexandra","214784","24/10/2018","52.490044361012735","13.426967298411418","2","Charming Room in a beautiful flat","Reuterstraße","Neukölln","189","35","2.17","Private room"
"129","1","706845","Anna","214855","13/10/2018","52.50183956508407","13.354646685641047","3","dnb-berlin - private room","Tiergarten Süd","Mitte","195","45","2.48","Private room"
"276","1","1142834","Detlef","220445","31/08/2018","52.52470399077788","13.299557839037416","30","Apt. Near Charlottenburg Palace","Mierendorffplatz","Charlottenburg-Wilm.","16","60","0.24","Entire home/apt"
"328","1","1145078","Antonie","220808","31/10/2018","52.430104358855026","13.32693121803587","2","bright room in three-room apartment","Ostpreußendamm","Steglitz - Zehlendorf","29","45","0.39","Private room"
"0","1","913422","Kathrin","223622","02/01/2017","52.51502989645929","13.443848522015694","2","1 bedroom in Berlin Friedrichshain","Karl-Marx-Allee-Süd","Friedrichshain-Kreuzberg","6","45","0.08","Entire home/apt"
"113","4","898681","Michael","226925","05/11/2018","52.37878080449927","13.652787226696123","2","Appartement Dressler at lake Seddin","Schmöckwitz/Karolinenhof/Rauchfangswerder","Treptow - Köpenick","2","50","0.05","Entire home/apt"
"311","1","1196119","Hannes","229099","29/06/2018","52.40354899284034","13.533731117373119","1","Nice room near airport Berlin SXF","Altglienicke","Treptow - Köpenick","200","30","2.43","Private room"
"311","2","1195177","Annika","229348","03/11/2018","52.51992057425589","13.341492658563284","5","Excl. Studio A Mitte/Hansaviertel","Moabit Ost","Mitte","51","65","0.6","Entire home/apt"
"276","2","1195177","Annika","229363","01/08/2018","52.522072202058084","13.34352668268552","4","Excl. Studio B Mitte/Hansaviertel","Moabit Ost","Mitte","35","65","0.48","Entire home/apt"
"236","1","956350","Arne","229776","04/11/2018","52.52833799965169","13.406337450495052","3","Cosy room in Mitte / Rosenthaler Platz","Alexanderplatz","Mitte","106","46","1.23","Private room"
"104","1","1205340","Christine","230611","18/12/2015","52.392687726133005","13.391632552317796","60","4 bedroom holiday house Berlin","Lichtenrade","Tempelhof - Schöneberg","7","65","0.09","Entire home/apt"
"93","3","1206680","Marie","230824","24/10/2018","52.506840814433545","13.470117582270042","1","Bright & Roomy in Vintage Home","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","130","28","1.56","Private room"
"221","1","1209193","Michael","231220","02/09/2018","52.51190027747297","13.284742775886706","60","1 Room Apartment, Charlottenburg","Westend","Charlottenburg-Wilm.","18","30","0.23","Entire home/apt"
"220","1","1210839","Maria Teresa","231598","16/09/2018","52.491763485978296","13.351436302461568","60","Apartment Berlin","Schöneberg-Nord","Tempelhof - Schöneberg","62","49","0.76","Entire home/apt"
"107","1","1212435","Stefan","231853","01/12/2015","52.50181659449092","13.429231761295595","60","Bright, quiet and spacious two-room","nördliche Luisenstadt","Friedrichshain-Kreuzberg","7","55","0.1","Entire home/apt"
"251","1","1221935","Anne","233453","20/11/2013","52.48417093894849","13.437282187018786","2","Pretty room in Neukölln/Sonnenallee","Reuterstraße","Neukölln","30","32","0.35","Private room"
"345","1","1224097","Bernhard","233770","16/09/2018","52.47587685980947","13.607608178539033","2","Holiday apartment in Berlin's Green","Mahlsdorf","Marzahn - Hellersdorf","15","55","0.26","Entire home/apt"
"359","1","1235665","Mark","235766","25/03/2016","52.53388173529453","13.401050819817423","120","Sunny Apartment Balcony on Park","Brunnenstr. Süd","Mitte","42","39","0.52","Entire home/apt"
"79","1","1240184","Jessica","236552","29/10/2018","52.497308494374","13.429808382656528","1","Typical Berlin Alt-bau in Kreuzberg","südliche Luisenstadt","Friedrichshain-Kreuzberg","277","46","3.21","Private room"
"103","3","253136","Peter","237038","23/10/2018","52.511045684345866","13.381400737088446","2","A lovely room in the Mitte - Berlin","Regierungsviertel","Mitte","127","60","1.48","Private room"
"212","1","1244725","Jutta","237359","25/05/2018","52.58796884506984","13.278397055604987","5","Sweet Home , romantic apartment","West 5","Reinickendorf","3","60","0.06","Entire home/apt"
"277","2","920085","Ursula","237670","23/10/2018","52.44141610069692","13.46075330523135","2","Apartment Burde 2","Buckow Nord","Neukölln","5","43","0.13","Entire home/apt"
"91","2","1250154","Henrik","238396","31/10/2018","52.5321411985643","13.415193972599369","3","Within the city, calm and leafy","Prenzlauer Berg Südwest","Pankow","373","60","4.38","Entire home/apt"
"271","1","1250911","May","238569","22/05/2018","52.550490514601236","13.404158902385293","4","Nice bright flat near Mauerpark","Prenzlauer Berg Nordwest","Pankow","80","58","0.96","Private room"
"191","2","1254352","Jana","239139","13/08/2018","52.53624688585295","13.39794951411197","90","Central, Berlin Mitte, 4 Pers.","Brunnenstr. Süd","Mitte","101","55","1.19","Private room"
"27","3","1206680","Marie","239314","12/07/2018","52.50583363964932","13.470255918977944","1","Comfortable Room in Vintage Home","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","55","30","0.67","Private room"
"0","3","1259589","Alexine","240169","14/10/2018","52.479170437611366","13.437874284970372","3","Berlin, Neukölln, Room B","Rixdorf","Neukölln","146","31","4.33","Private room"
"159","2","1262812","Heike","240735","07/07/2018","52.49957828921166","13.557983046191426","5","I want Berlin!","Biesdorf","Marzahn - Hellersdorf","16","35","0.2","Private room"
"232","1","1003245","Maryna","242366","12/10/2018","52.523867805796364","13.357807298453261","2","Chic 2 room apartment  Berlin Mitte","Moabit Ost","Mitte","105","45","1.37","Entire home/apt"
"251","6","1275576","Thomas","242978","22/10/2018","52.52803899815502","13.33020950403227","2","Exclusive one-bedroom apartment","Moabit West","Mitte","73","63","1.02","Entire home/apt"
"325","1","1276585","Katharina","243238","04/11/2018","52.44595823727052","13.497777517486083","2","Blue Jewel in Green Borough","Johannisthal","Treptow - Köpenick","69","64","1.53","Entire home/apt"
"304","4","1282150","Bernd","244425","18/02/2018","52.50040186218021","13.345326956497406","90","11th-Floor near KaDeWe!! -in Berlin","Schöneberg-Nord","Tempelhof - Schöneberg","163","55","1.92","Entire home/apt"
"349","1","933872","Johanna","244924","26/10/2018","52.48504389136357","13.360035335647384","1","sunny 2-room appartment in Berlin ","Schöneberg-Süd","Tempelhof - Schöneberg","62","29","0.73","Private room"
"0","2","1290112","Wolfhard","245991","14/10/2018","52.58422265071105","13.231135335147542","30","World stroller's club 2","West 2","Reinickendorf","3","23","0.05","Entire home/apt"
"129","2","1290112","Wolfhard","246007","01/02/2017","52.58202746702554","13.230722251838973","30","World stroller's club 1","West 2","Reinickendorf","6","19","0.08","Entire home/apt"
"243","6","662565","Gisella","248192","18/10/2018","52.497819923780675","13.347333100731296","1","Adorable apartment in the City Center of Berlin","Schöneberg-Nord","Tempelhof - Schöneberg","119","49","1.49","Entire home/apt"
"0","3","1301421","Alexander","248375","02/10/2018","52.50822824821179","13.3118383137475","14","Culture and shopping","Kantstraße","Charlottenburg-Wilm.","12","45","0.15","Private room"
"0","1","1305769","Laurence","249220","21/07/2016","52.481586353801724","13.31363801729039","2","1 room in an apartment in Berlin ","Barstraße","Charlottenburg-Wilm.","5","45","0.12","Private room"
"0","1","1310454","Andrea","250067","10/06/2015","52.48514348949563","13.443860405079963","4","Great 2bd apt perfect for a couple","Reuterstraße","Neukölln","3","55","0.04","Entire home/apt"
"310","4","1310755","Joe","250121","11/01/2015","52.53137274624412","13.408128617005575","3","Cosy single room","Prenzlauer Berg Südwest","Pankow","6","45","0.08","Private room"
"310","4","1310755","Joe","250138","17/07/2012","52.53098335204725","13.406989746683925","7","Nice double room","Prenzlauer Berg Südwest","Pankow","3","50","0.04","Private room"
"279","4","1310755","Joe","250171","04/01/2017","52.530267947753515","13.40789141195877","3","Great Double bedroom","Prenzlauer Berg Südwest","Pankow","8","55","0.1","Private room"
"0","2","1310866","Ashraf","250687","19/10/2018","52.48492592550737","13.360527884010908","3","Apollo Apartments 1","Schöneberg-Süd","Tempelhof - Schöneberg","28","52","0.36","Entire home/apt"
"309","1","1314462","Otto","250704","13/10/2018","52.422980853317995","13.375285163818573","3","Holiday Apartment with Garden","Marienfelde","Tempelhof - Schöneberg","18","59","0.32","Entire home/apt"
"238","4","1311309","Ute","250707","07/12/2016","52.518513961716465","13.308385637166637","3","Apartment: Friederike in Berlin","Otto-Suhr-Allee","Charlottenburg-Wilm.","4","58","0.06","Entire home/apt"
"322","1","1318500","Renate","251398","21/10/2018","52.51604140777268","13.17573476978597","1","Modern Room in a nice Environment","Heerstraße Nord","Spandau","26","40","0.34","Private room"
"35","1","1003174","Enis","251548","17/09/2018","52.4987083415991","13.425127970630784","1","Beautiful Apartment 14m2 Terrace in KREUZBERG","südliche Luisenstadt","Friedrichshain-Kreuzberg","30","55","0.36","Entire home/apt"
"290","1","1326695","Stina","252699","09/03/2015","52.514614659187515","13.450330136092056","60","*** modern-cozy-design apartment ","Karl-Marx-Allee-Süd","Friedrichshain-Kreuzberg","2","56","0.02","Entire home/apt"
"251","1","1328204","Jairo","252933","17/10/2018","52.49838863133127","13.350093297874128","2","Room vibrant but cozy Schoeneberg","Schöneberg-Nord","Tempelhof - Schöneberg","111","32","1.49","Private room"
"279","3","1328326","Wolfram","252967","14/10/2018","52.51144118745294","13.471455432590359","2","Pension am Traveplatz Zimmer 1","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","40","32","0.5","Private room"
"146","3","1328326","Wolfram","252993","03/11/2018","52.51206994915768","13.471651967995689","2","Pension am Traveplatz Zimmer 2","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","131","32","1.68","Private room"
"304","3","1328326","Wolfram","253005","29/10/2018","52.511224216695254","13.47062243909013","2","Pension am Traveplatz Zimmer 3","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","30","28","0.36","Private room"
"35","2","1329012","Bea","253128","28/10/2018","52.49114251607383","13.428309945009278","3","Studion Apartment in Kreuzkölln","Reuterstraße","Neukölln","63","49","1.18","Private room"
"44","1","1343263","Agnieszka","255557","04/11/2018","52.508981919092825","13.466488478543468","3","Cosy studio FridayBerlin for you","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","112","55","1.45","Entire home/apt"
"254","1","1344455","Wolfram","255722","05/11/2018","52.495952960250825","13.38529139868868","3","Renovated apt in an old building","Tempelhofer Vorstadt","Friedrichshain-Kreuzberg","79","65","0.95","Entire home/apt"
"275","2","1345035","Sylvia","255829","04/11/2018","52.39178909143883","13.410112227458084","3","Idyllic located Apartment","Lichtenrade","Tempelhof - Schöneberg","35","51","0.47","Entire home/apt"
"355","1","1346383","Gaby","256058","04/11/2018","52.4942859676032","13.417493125138098","1","TOP Furnished Room in Graefekiez","Tempelhofer Vorstadt","Friedrichshain-Kreuzberg","74","33","0.97","Private room"
"219","3","1354122","Heike & Heinrich","257317","27/10/2018","52.46369526645348","13.341943654743904","2","Apartment in the heart of Berlin","Albrechtstr.","Steglitz - Zehlendorf","69","59","0.95","Entire home/apt"
"13","1","1356042","Boris","257658","24/10/2018","52.530251608462095","13.41055735900726","2","Awesome Location Mitte / P'berg","Prenzlauer Berg Südwest","Pankow","201","49","2.51","Private room"
"295","1","1365065","Lutz","260095","21/10/2018","52.42481799938634","13.446848739816284","1","Nice Apartment in Berlin","Buckow","Neukölln","37","55","0.67","Entire home/apt"
"341","1","1355421","Markus","261205","","52.509877231241745","13.4548698118701","14","Hip and lots of space in B- Fhain ","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","0","60","","Entire home/apt"
